mainShipmentRouteNumber,speed,time,truckNumber,timestamp,shipmentEndCity,shipmentStartCity,city,country,activity
101,0,2014-04-19 18:35:24,2001,1397932524,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 18:35:24,2001,1397932524,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 18:35:24,2001,1397932524,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 18:38:18,2001,1397932698,AMS,LHR,Peene,GB,Connection
101,4,2014-04-19 18:55:51,2001,1397933751,AMS,LHR,Peene,GB,Connection
101,16,2014-04-19 18:56:14,2001,1397933774,AMS,LHR,Peene,GB,Connection
101,6,2014-04-19 19:01:21,2001,1397934081,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 19:02:14,2001,1397934134,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 19:04:14,2001,1397934254,AMS,LHR,Peene,GB,Connection
101,0,2014-04-19 19:40:35,2001,1397936435,AMS,LHR,Coquelles,FR,Connection
101,58,2014-04-19 20:02:20,2001,1397937740,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:07:26,2001,1397938046,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:12:30,2001,1397938350,AMS,LHR,UNK,UNK,Drive
101,76,2014-04-19 20:17:34,2001,1397938654,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:22:39,2001,1397938959,AMS,LHR,UNK,UNK,Drive
101,86,2014-04-19 20:27:44,2001,1397939264,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-19 20:32:48,2001,1397939568,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:37:52,2001,1397939872,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:41:03,2001,1397940063,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:46:08,2001,1397940368,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:46:27,2001,1397940387,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:51:32,2001,1397940692,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 20:56:36,2001,1397940996,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:01:37,2001,1397941297,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:06:39,2001,1397941599,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:11:40,2001,1397941900,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:16:42,2001,1397942202,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:21:43,2001,1397942503,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:26:44,2001,1397942804,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:31:46,2001,1397943106,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:37:05,2001,1397943425,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:37:12,2001,1397943432,AMS,LHR,Baarle,BE,Drive
101,88,2014-04-19 21:37:12,2001,1397943432,AMS,LHR,Baarle,BE,Drive
101,88,2014-04-19 21:37:13,2001,1397943433,AMS,LHR,Baarle,BE,Drive
101,88,2014-04-19 21:37:15,2001,1397943435,AMS,LHR,Baarle,BE,Drive
101,88,2014-04-19 21:37:18,2001,1397943438,AMS,LHR,Baarle,BE,Drive
101,88,2014-04-19 21:37:18,2001,1397943438,AMS,LHR,Baarle,BE,Drive
101,74,2014-04-19 21:42:35,2001,1397943755,AMS,LHR,UNK,UNK,Drive
101,86,2014-04-19 21:47:40,2001,1397944060,AMS,LHR,UNK,UNK,Drive
101,86,2014-04-19 21:52:42,2001,1397944362,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 21:57:44,2001,1397944664,AMS,LHR,UNK,UNK,Drive
101,80,2014-04-19 22:02:46,2001,1397944966,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 22:07:48,2001,1397945268,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 22:12:50,2001,1397945570,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-19 22:17:52,2001,1397945872,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 22:32:57,2001,1397946777,AMS,LHR,UNK,UNK,Drive
101,58,2014-04-19 22:37:59,2001,1397947079,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-19 22:53:02,2001,1397947982,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-19 22:58:02,2001,1397948282,AMS,LHR,UNK,UNK,Drive
101,88,2014-04-19 23:03:04,2001,1397948584,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-19 23:08:04,2001,1397948884,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-19 23:09:05,2001,1397948945,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-19 23:20:50,2001,1397949650,AMS,LHR,UNK,UNK,Drive
101,78,2014-04-19 23:25:51,2001,1397949951,AMS,LHR,UNK,UNK,Drive
101,0,2014-04-19 23:28:00,2001,1397950080,AMS,LHR,Moerdijk,NL,Drive
101,0,2014-04-19 23:28:00,2001,1397950080,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:28:00,2001,1397950080,AMS,LHR,Moerdijk,NL,Drive
101,0,2014-04-19 23:28:00,2001,1397950080,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:28:05,2001,1397950085,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:28:05,2001,1397950085,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:28:15,2001,1397950095,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:30:13,2001,1397950213,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:33:22,2001,1397950402,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-19 23:48:26,2001,1397951306,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-20 00:03:30,2001,1397952210,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-20 00:14:34,2001,1397952874,AMS,LHR,Moerdijk,NL,Pause
101,0,2014-04-20 00:14:34,2001,1397952874,AMS,LHR,Moerdijk,NL,Pause
101,2,2014-04-20 00:14:42,2001,1397952882,AMS,LHR,Moerdijk,NL,Pause
101,2,2014-04-20 00:14:42,2001,1397952882,AMS,LHR,Moerdijk,NL,Pause
101,42,2014-04-20 00:15:15,2001,1397952915,AMS,LHR,UNK,UNK,Pause
101,42,2014-04-20 00:15:15,2001,1397952915,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 00:20:16,2001,1397953216,AMS,LHR,UNK,UNK,Drive
101,76,2014-04-20 00:25:18,2001,1397953518,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 00:30:20,2001,1397953820,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 00:35:21,2001,1397954121,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-20 00:40:23,2001,1397954423,AMS,LHR,UNK,UNK,Drive
101,82,2014-04-20 00:45:25,2001,1397954725,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 00:50:28,2001,1397955028,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 00:55:30,2001,1397955330,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 01:00:31,2001,1397955631,AMS,LHR,UNK,UNK,Drive
101,78,2014-04-20 01:05:33,2001,1397955933,AMS,LHR,UNK,UNK,Drive
101,78,2014-04-20 01:05:33,2001,1397955933,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 01:10:35,2001,1397956235,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 01:15:36,2001,1397956536,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 01:20:37,2001,1397956837,AMS,LHR,UNK,UNK,Drive
101,84,2014-04-20 01:20:37,2001,1397956837,AMS,LHR,UNK,UNK,Drive
101,0,2014-04-20 01:24:43,2001,1397957083,AMS,LHR,Luchthaven Schiphol,NL,Drive
101,0,2014-04-20 01:24:43,2001,1397957083,AMS,LHR,Luchthaven Schiphol,NL,Drive
101,0,2014-04-20 01:24:43,2001,1397957083,AMS,LHR,Luchthaven Schiphol,NL,Drive
102,0,2014-04-16 21:18:16,2002,1397683096,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:18:16,2002,1397683096,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:18:16,2002,1397683096,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:20:22,2002,1397683222,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:20:26,2002,1397683226,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:20:59,2002,1397683259,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:22:05,2002,1397683325,AMS,LHR,London Heathrow Airport,GB,Load
102,4,2014-04-16 21:37:28,2002,1397684248,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:38:05,2002,1397684285,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:40:05,2002,1397684405,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:42:59,2002,1397684579,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:42:59,2002,1397684579,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:42:59,2002,1397684579,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:43:15,2002,1397684595,AMS,LHR,London Heathrow Airport,GB,Load
102,0,2014-04-16 21:43:15,2002,1397684595,AMS,LHR,London Heathrow Airport,GB,Load
102,10,2014-04-16 21:44:05,2002,1397684645,AMS,LHR,London Heathrow Airport,GB,Load
102,40,2014-04-16 21:49:05,2002,1397684945,AMS,LHR,London Heathrow Airport,GB,Load
102,86,2014-04-16 21:54:05,2002,1397685245,AMS,LHR,London Heathrow Airport,GB,Load
102,86,2014-04-16 21:54:05,2002,1397685245,AMS,LHR,London Heathrow Airport,GB,Drive
102,84,2014-04-16 21:59:05,2002,1397685545,AMS,LHR,London Heathrow Airport,GB,Drive
102,86,2014-04-16 22:04:05,2002,1397685845,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 22:09:05,2002,1397686145,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 22:14:05,2002,1397686445,AMS,LHR,UNK,GB,Drive
102,84,2014-04-16 22:19:05,2002,1397686745,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 22:24:05,2002,1397687045,AMS,LHR,UNK,GB,Drive
102,90,2014-04-16 22:29:05,2002,1397687345,AMS,LHR,UNK,GB,Drive
102,76,2014-04-16 22:34:05,2002,1397687645,AMS,LHR,UNK,GB,Drive
102,70,2014-04-16 22:39:05,2002,1397687945,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 22:44:05,2002,1397688245,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 22:49:05,2002,1397688545,AMS,LHR,UNK,GB,Drive
102,88,2014-04-16 22:54:05,2002,1397688845,AMS,LHR,UNK,GB,Drive
102,84,2014-04-16 22:59:05,2002,1397689145,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 23:04:05,2002,1397689445,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 23:09:05,2002,1397689745,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 23:14:05,2002,1397690045,AMS,LHR,UNK,GB,Drive
102,86,2014-04-16 23:19:05,2002,1397690345,AMS,LHR,UNK,GB,Drive
102,84,2014-04-16 23:24:05,2002,1397690645,AMS,LHR,UNK,GB,Drive
102,20,2014-04-16 23:39:05,2002,1397691545,AMS,LHR,Peene,GB,Drive
102,20,2014-04-16 23:39:05,2002,1397691545,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:40:39,2002,1397691639,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:40:39,2002,1397691639,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:40:53,2002,1397691653,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:40:53,2002,1397691653,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:43:04,2002,1397691784,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:43:04,2002,1397691784,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:48:57,2002,1397692137,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:48:57,2002,1397692137,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:49:04,2002,1397692144,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:49:04,2002,1397692144,AMS,LHR,Peene,GB,Connection
102,20,2014-04-16 23:49:36,2002,1397692176,AMS,LHR,Peene,GB,Connection
102,20,2014-04-16 23:49:37,2002,1397692177,AMS,LHR,Peene,GB,Connection
102,20,2014-04-16 23:49:37,2002,1397692177,AMS,LHR,Peene,GB,Connection
102,34,2014-04-16 23:50:05,2002,1397692205,AMS,LHR,Peene,GB,Connection
102,0,2014-04-16 23:51:04,2002,1397692264,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:53:04,2002,1397692384,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:53:51,2002,1397692431,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:53:54,2002,1397692434,AMS,LHR,Cheriton,GB,Connection
102,6,2014-04-16 23:53:59,2002,1397692439,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:55:48,2002,1397692548,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:55:48,2002,1397692548,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:55:48,2002,1397692548,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:55:57,2002,1397692557,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:58:04,2002,1397692684,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-16 23:58:04,2002,1397692684,AMS,LHR,Cheriton,GB,Connection
102,0,2014-04-17 00:34:26,2002,1397694866,AMS,LHR,Coquelles,FR,Connection
102,76,2014-04-17 00:48:07,2002,1397695687,AMS,LHR,UNK,UNK,Drive
102,78,2014-04-17 00:48:09,2002,1397695689,AMS,LHR,UNK,UNK,Drive
102,18,2014-04-17 00:49:05,2002,1397695745,AMS,LHR,UNK,UNK,Drive
102,0,2014-04-17 01:08:34,2002,1397696914,AMS,LHR,UNK,UNK,Drive
102,8,2014-04-17 01:10:45,2002,1397697045,AMS,LHR,UNK,UNK,Drive
102,24,2014-04-17 01:11:05,2002,1397697065,AMS,LHR,UNK,UNK,Drive
102,26,2014-04-17 01:11:21,2002,1397697081,AMS,LHR,Marck,FR,Drive
102,26,2014-04-17 01:11:21,2002,1397697081,AMS,LHR,Marck,FR,Drive
102,86,2014-04-17 01:13:05,2002,1397697185,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:13:05,2002,1397697185,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:18:05,2002,1397697485,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:23:05,2002,1397697785,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:28:05,2002,1397698085,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:33:05,2002,1397698385,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:33:20,2002,1397698400,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:35:05,2002,1397698505,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:35:05,2002,1397698505,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:35:05,2002,1397698505,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:35:05,2002,1397698505,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:40:05,2002,1397698805,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 01:45:05,2002,1397699105,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:50:05,2002,1397699405,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:55:05,2002,1397699705,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:55:14,2002,1397699714,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 01:55:25,2002,1397699725,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 02:00:25,2002,1397700025,AMS,LHR,UNK,UNK,Drive
102,86,2014-04-17 02:05:25,2002,1397700325,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:10:25,2002,1397700625,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 02:15:25,2002,1397700925,AMS,LHR,UNK,UNK,Drive
102,84,2014-04-17 02:15:25,2002,1397700925,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:20:25,2002,1397701225,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:22:05,2002,1397701325,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:27:05,2002,1397701625,AMS,LHR,UNK,UNK,Drive
102,88,2014-04-17 02:32:05,2002,1397701925,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:37:05,2002,1397702225,AMS,LHR,UNK,UNK,Drive
102,88,2014-04-17 02:42:05,2002,1397702525,AMS,LHR,UNK,UNK,Drive
102,88,2014-04-17 02:47:05,2002,1397702825,AMS,LHR,UNK,UNK,Drive
102,54,2014-04-17 02:52:04,2002,1397703124,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:53:26,2002,1397703206,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 02:56:26,2002,1397703386,AMS,LHR,UNK,UNK,Drive
102,90,2014-04-17 03:01:26,2002,1397703686,AMS,LHR,UNK,UNK,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,0,2014-04-17 03:04:11,2002,1397703851,AMS,LHR,Oudebos,BE,Drive
102,86,2014-04-17 03:13:04,2002,1397704384,AMS,LHR,UNK,UNK,Pause
103,58,2014-04-16 22:10:29,2003,1397686229,AMS,LHR,London Heathrow Airport,GB,Drive
103,0,2014-04-16 23:54:45,2003,1397692485,AMS,LHR,Newington,GB,Connection
103,0,2014-04-16 23:54:45,2003,1397692485,AMS,LHR,Newington,GB,Connection
103,0,2014-04-16 23:54:45,2003,1397692485,AMS,LHR,Newington,GB,Connection
103,0,2014-04-17 01:04:39,2003,1397696679,AMS,LHR,Coquelles,FR,Drive
103,18,2014-04-17 01:06:01,2003,1397696761,AMS,LHR,Coquelles,FR,Drive
103,0,2014-04-17 01:06:43,2003,1397696803,AMS,LHR,Coquelles,FR,Drive
103,0,2014-04-17 01:06:43,2003,1397696803,AMS,LHR,Coquelles,FR,Drive
103,0,2014-04-17 01:06:43,2003,1397696803,AMS,LHR,Coquelles,FR,Drive
103,0,2014-04-17 01:06:47,2003,1397696807,AMS,LHR,Coquelles,FR,Drive
103,0,2014-04-17 01:06:47,2003,1397696807,AMS,LHR,Coquelles,FR,Drive
103,88,2014-04-17 01:11:55,2003,1397697115,AMS,LHR,UNK,UNK,Drive
103,30,2014-04-17 04:18:06,2003,1397708286,AMS,LHR,UNK,UNK,Drive
103,48,2014-04-17 10:45:07,2003,1397731507,AMS,LHR,Zegge,NL,Drive
103,48,2014-04-17 10:45:07,2003,1397731507,AMS,LHR,Zegge,NL,Drive
103,0,2014-04-17 10:59:09,2003,1397732349,AMS,LHR,UNK,UNK,Drive
103,48,2014-04-17 11:00:26,2003,1397732426,AMS,LHR,Rucphen,NL,Drive
103,48,2014-04-17 11:00:26,2003,1397732426,AMS,LHR,Rucphen,NL,Drive
104,0,2014-04-19 00:43:12,2004,1397868192,AMS,LHR,London Heathrow Airport,GB,Load
104,0,2014-04-19 00:43:12,2004,1397868192,AMS,LHR,London Heathrow Airport,GB,Load
104,58,2014-04-19 00:57:23,2004,1397869043,AMS,LHR,London Heathrow Airport,GB,Drive
104,0,2014-04-19 02:42:25,2004,1397875345,AMS,LHR,Peene,GB,Connection
104,0,2014-04-19 03:37:33,2004,1397878653,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:39:18,2004,1397878758,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:15,2004,1397879595,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:31,2004,1397879611,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:32,2004,1397879612,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:32,2004,1397879612,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:53,2004,1397879633,AMS,LHR,Coquelles,FR,Drive
104,0,2014-04-19 03:53:53,2004,1397879633,AMS,LHR,Coquelles,FR,Drive
104,8,2014-04-19 03:54:43,2004,1397879683,AMS,LHR,Coquelles,FR,Drive
104,86,2014-04-19 04:00:34,2004,1397880034,AMS,LHR,UNK,UNK,Drive
104,18,2014-04-19 07:06:50,2004,1397891210,AMS,LHR,UNK,UNK,Pause
104,42,2014-04-19 08:04:11,2004,1397894651,AMS,LHR,Roosendaal,NL,Drive
104,42,2014-04-19 08:04:11,2004,1397894651,AMS,LHR,Roosendaal,NL,Drive
104,40,2014-04-19 08:04:24,2004,1397894664,AMS,LHR,UNK,UNK,Pause
104,82,2014-04-19 08:13:30,2004,1397895210,AMS,LHR,UNK,UNK,Drive
105,52,2014-04-18 22:55:56,2003,1397861756,AMS,LHR,London Heathrow Airport,GB,Drive
105,0,2014-04-19 00:46:12,2003,1397868372,AMS,LHR,Newington,GB,Connection
105,0,2014-04-19 00:46:12,2003,1397868372,AMS,LHR,Newington,GB,Connection
105,0,2014-04-19 00:46:12,2003,1397868372,AMS,LHR,Newington,GB,Connection
